timestamp,open,high,low,close,volume,symbol
2025-09-07 13:00:00,0.829607,0.830305,0.826712,0.830305,67102.05603372,ADA/USD
2025-09-07 14:00:00,0.830528,0.83782,0.829868,0.833701,166830.42468894,ADA/USD
2025-09-07 15:00:00,0.8337,0.836919,0.831256,0.834091,138573.65818719,ADA/USD
2025-09-07 16:00:00,0.834142,0.83457,0.829633,0.830117,49745.02053471,ADA/USD
2025-09-07 17:00:00,0.829882,0.83026,0.826624,0.827587,72635.73982701,ADA/USD
2025-09-07 18:00:00,0.82717,0.828294,0.822973,0.825333,52145.57509695,ADA/USD
2025-09-07 19:00:00,0.826063,0.830222,0.825541,0.828636,57877.97307992,ADA/USD
2025-09-07 20:00:00,0.828452,0.831839,0.827309,0.831839,39835.04745847,ADA/USD
2025-09-07 21:00:00,0.831839,0.831839,0.828999,0.829419,176766.22306612,ADA/USD
2025-09-07 22:00:00,0.82977,0.835403,0.828471,0.8351,146480.4936158,ADA/USD
2025-09-07 23:00:00,0.835818,0.841634,0.834157,0.835054,169696.18512803,ADA/USD
2025-09-08 00:00:00,0.835115,0.83745,0.831313,0.832519,180101.59466882,ADA/USD
2025-09-08 01:00:00,0.832401,0.834923,0.831529,0.833458,34270.14088737,ADA/USD
2025-09-08 02:00:00,0.833287,0.840641,0.830176,0.840641,116551.8883508,ADA/USD
2025-09-08 03:00:00,0.841393,0.8475,0.839446,0.840769,368620.6146298,ADA/USD
2025-09-08 04:00:00,0.841575,0.843014,0.836389,0.837617,69605.51423387,ADA/USD
2025-09-08 05:00:00,0.837934,0.8402,0.833982,0.838261,129486.35776686,ADA/USD
2025-09-08 06:00:00,0.838211,0.843999,0.834304,0.840275,543240.71495033,ADA/USD
2025-09-08 07:00:00,0.840331,0.845498,0.84,0.841883,89375.50322684,ADA/USD
2025-09-08 08:00:00,0.842267,0.848999,0.841825,0.845602,621174.564128,ADA/USD
2025-09-08 09:00:00,0.845643,0.848517,0.844071,0.84825,136270.43544183,ADA/USD
2025-09-08 10:00:00,0.848356,0.855624,0.848108,0.854454,456561.79524096,ADA/USD
2025-09-08 11:00:00,0.854523,0.854755,0.847473,0.852133,233349.77699226,ADA/USD
2025-09-08 12:00:00,0.852375,0.859222,0.850753,0.855555,1395236.65197222,ADA/USD
2025-09-08 13:00:00,0.855556,0.863942,0.855348,0.855789,997636.94741357,ADA/USD
2025-09-08 14:00:00,0.855795,0.865471,0.855319,0.863401,449695.09304181,ADA/USD
2025-09-08 15:00:00,0.863401,0.868134,0.862297,0.865466,270352.70247888,ADA/USD
2025-09-08 16:00:00,0.866076,0.868222,0.859671,0.861351,414303.69044793,ADA/USD
2025-09-08 17:00:00,0.860991,0.86697,0.858613,0.861177,184385.37116658,ADA/USD
2025-09-08 18:00:00,0.861103,0.86803,0.861103,0.867871,171276.97074614,ADA/USD
2025-09-08 19:00:00,0.868123,0.868685,0.860062,0.861184,91215.62908639,ADA/USD
2025-09-08 20:00:00,0.862188,0.863645,0.858356,0.860886,176034.29019156,ADA/USD
2025-09-08 21:00:00,0.860805,0.866079,0.859075,0.866025,182400.21828766,ADA/USD
2025-09-08 22:00:00,0.866569,0.86746,0.864322,0.866,93428.67472842,ADA/USD
2025-09-08 23:00:00,0.866,0.868501,0.86279,0.865126,53055.56827619,ADA/USD
2025-09-09 00:00:00,0.865127,0.871924,0.862756,0.869524,163144.53677119,ADA/USD
2025-09-09 01:00:00,0.869657,0.874136,0.863983,0.865425,139830.64022268,ADA/USD
2025-09-09 02:00:00,0.865613,0.865613,0.856,0.857617,140367.34839055,ADA/USD
2025-09-09 03:00:00,0.857087,0.86806,0.856101,0.867867,106542.43771104,ADA/USD
2025-09-09 04:00:00,0.867501,0.868992,0.863604,0.867086,85468.14297052,ADA/USD
2025-09-09 05:00:00,0.866898,0.868692,0.863208,0.868692,53574.3010358,ADA/USD
2025-09-09 06:00:00,0.868925,0.884002,0.868385,0.882545,710317.10805472,ADA/USD
2025-09-09 07:00:00,0.882824,0.89183,0.881719,0.888079,327289.86510098,ADA/USD
2025-09-09 08:00:00,0.888554,0.890101,0.884632,0.88967,286256.53697582,ADA/USD
2025-09-09 09:00:00,0.889671,0.894,0.887464,0.887686,108958.8370753,ADA/USD
2025-09-09 10:00:00,0.887866,0.889197,0.8823,0.882944,157143.91065232,ADA/USD
2025-09-09 11:00:00,0.882893,0.886557,0.882463,0.884002,139383.36050001,ADA/USD
2025-09-09 12:00:00,0.88441,0.892,0.881279,0.882732,340925.08726701,ADA/USD
2025-09-09 13:00:00,0.882944,0.886091,0.87849,0.883861,294585.02606557,ADA/USD
2025-09-09 14:00:00,0.884325,0.886458,0.862857,0.867595,732436.6405196,ADA/USD
2025-09-09 15:00:00,0.867991,0.869431,0.85254,0.857596,1424991.08851611,ADA/USD
2025-09-09 16:00:00,0.857416,0.861484,0.856772,0.860131,446859.01102107,ADA/USD
2025-09-09 17:00:00,0.860102,0.865232,0.858591,0.861434,80679.65814214,ADA/USD
2025-09-09 18:00:00,0.861593,0.864797,0.8593,0.862934,456316.30327128,ADA/USD
2025-09-09 19:00:00,0.86272,0.865446,0.860142,0.862213,138309.57866181,ADA/USD
2025-09-09 20:00:00,0.862218,0.863975,0.859258,0.863783,162589.38303002,ADA/USD
2025-09-09 21:00:00,0.863633,0.86775,0.861717,0.862467,308960.16425507,ADA/USD
2025-09-09 22:00:00,0.863029,0.867415,0.861465,0.866644,127535.03597704,ADA/USD
2025-09-09 23:00:00,0.867341,0.867341,0.863791,0.864755,92376.72014775,ADA/USD
2025-09-10 00:00:00,0.865182,0.866457,0.860314,0.860722,117751.1471796,ADA/USD
2025-09-10 01:00:00,0.8605,0.866912,0.860101,0.866911,127042.60939378,ADA/USD
2025-09-10 02:00:00,0.867439,0.879205,0.867439,0.876753,178616.96861315,ADA/USD
2025-09-10 03:00:00,0.876513,0.87948,0.873776,0.87785,79857.83177116,ADA/USD
2025-09-10 04:00:00,0.877378,0.877378,0.871896,0.874098,67079.94420316,ADA/USD
2025-09-10 05:00:00,0.87496,0.874999,0.869489,0.872207,111769.87595903,ADA/USD
2025-09-10 06:00:00,0.872453,0.8782,0.870601,0.875901,304621.58810825,ADA/USD
2025-09-10 07:00:00,0.875601,0.882516,0.874851,0.880877,529175.32252822,ADA/USD
2025-09-10 08:00:00,0.8801,0.883266,0.877239,0.878045,757906.17127029,ADA/USD
2025-09-10 09:00:00,0.877459,0.879794,0.875537,0.876425,72139.61195014,ADA/USD
2025-09-10 10:00:00,0.876484,0.876484,0.872382,0.87313,67249.93329397,ADA/USD
2025-09-10 11:00:00,0.873261,0.876425,0.872383,0.87499,130019.56653541,ADA/USD
2025-09-10 12:00:00,0.875065,0.887883,0.875065,0.886443,544761.6959484,ADA/USD
2025-09-10 13:00:00,0.886444,0.895868,0.884012,0.891753,592463.44329841,ADA/USD
2025-09-10 14:00:00,0.89193,0.896591,0.88642,0.887598,659970.37373639,ADA/USD
2025-09-10 15:00:00,0.888699,0.891768,0.881323,0.887535,2864332.23397064,ADA/USD
2025-09-10 16:00:00,0.887705,0.907748,0.88261,0.89076,4468897.27088534,ADA/USD
2025-09-10 17:00:00,0.890761,0.893687,0.885,0.887925,1047822.91647425,ADA/USD
2025-09-10 18:00:00,0.887925,0.889545,0.881477,0.883202,292169.02627242,ADA/USD
2025-09-10 19:00:00,0.88311,0.88311,0.872659,0.87683,481589.00013851,ADA/USD
2025-09-10 20:00:00,0.877305,0.880078,0.877305,0.879274,177299.98504788,ADA/USD
2025-09-10 21:00:00,0.878973,0.885828,0.878973,0.885828,108400.37705544,ADA/USD
2025-09-10 22:00:00,0.885822,0.887799,0.884177,0.88695,215432.03126544,ADA/USD
2025-09-10 23:00:00,0.88707,0.8875,0.882788,0.884999,257063.2844343,ADA/USD
2025-09-11 00:00:00,0.885,0.8859,0.883084,0.885502,44321.26286592,ADA/USD
2025-09-11 01:00:00,0.88542,0.889548,0.884231,0.88882,91272.63457735,ADA/USD
2025-09-11 02:00:00,0.889219,0.889548,0.886144,0.88907,63720.63111877,ADA/USD
2025-09-11 03:00:00,0.88859,0.894,0.88791,0.894,95473.94207316,ADA/USD
2025-09-11 04:00:00,0.894032,0.894227,0.88602,0.890101,3116037.86919359,ADA/USD
2025-09-11 05:00:00,0.890092,0.890092,0.883409,0.887053,83204.51116323,ADA/USD
2025-09-11 06:00:00,0.887053,0.889021,0.883827,0.888301,356697.84985375,ADA/USD
2025-09-11 07:00:00,0.888519,0.888519,0.885,0.887236,50523.3824554,ADA/USD
2025-09-11 08:00:00,0.887099,0.887497,0.885728,0.88629,92304.99165768,ADA/USD
2025-09-11 09:00:00,0.886291,0.887828,0.884,0.885274,1366387.29020833,ADA/USD
2025-09-11 10:00:00,0.884559,0.891316,0.884129,0.89053,543098.77715706,ADA/USD
2025-09-11 11:00:00,0.888741,0.889259,0.882414,0.883115,182024.29366836,ADA/USD
2025-09-11 12:00:00,0.883406,0.897268,0.864552,0.881077,1222423.30846326,ADA/USD
2025-09-11 13:00:00,0.882106,0.883406,0.873383,0.882856,999276.61175193,ADA/USD
2025-09-11 14:00:00,0.882555,0.882565,0.8735,0.875584,216099.79224933,ADA/USD
2025-09-11 15:00:00,0.87678,0.879547,0.874685,0.876983,94479.85675612,ADA/USD
2025-09-11 16:00:00,0.877052,0.880889,0.876356,0.879237,357267.56030483,ADA/USD
2025-09-11 17:00:00,0.879001,0.882661,0.878394,0.88206,214564.88648739,ADA/USD
2025-09-11 18:00:00,0.88206,0.882906,0.8785,0.880819,265386.56399313,ADA/USD
2025-09-11 19:00:00,0.880877,0.883111,0.879854,0.881901,90567.4924477,ADA/USD
2025-09-11 20:00:00,0.88206,0.883,0.8806,0.882509,106493.72638539,ADA/USD
2025-09-11 21:00:00,0.882032,0.884878,0.881719,0.884436,207521.85284342,ADA/USD
2025-09-11 22:00:00,0.884789,0.892835,0.88418,0.891101,576599.51591217,ADA/USD
2025-09-11 23:00:00,0.8911,0.896034,0.890816,0.894051,158103.27278386,ADA/USD
2025-09-12 00:00:00,0.89405,0.909097,0.8916,0.90329,2194928.83612263,ADA/USD
2025-09-12 01:00:00,0.903614,0.907918,0.897786,0.898692,2578163.28512311,ADA/USD
2025-09-12 02:00:00,0.898818,0.90606,0.898322,0.902499,236470.9882482,ADA/USD
2025-09-12 03:00:00,0.9025,0.903063,0.897402,0.901189,242965.33799814,ADA/USD
2025-09-12 04:00:00,0.901202,0.904167,0.897491,0.904101,1675787.96633453,ADA/USD
2025-09-12 05:00:00,0.90412,0.906358,0.902394,0.906122,1010262.37376025,ADA/USD
2025-09-12 06:00:00,0.905982,0.905982,0.900433,0.901087,212950.5953287,ADA/USD
2025-09-12 07:00:00,0.901008,0.903999,0.898855,0.899,825427.82164696,ADA/USD
2025-09-12 08:00:00,0.899,0.900496,0.894492,0.896043,1325127.48427819,ADA/USD
2025-09-12 09:00:00,0.896043,0.896132,0.891001,0.89314,260226.65449101,ADA/USD
2025-09-12 10:00:00,0.893147,0.893147,0.888,0.892104,128965.6717597,ADA/USD
2025-09-12 11:00:00,0.891543,0.89424,0.888,0.888201,263390.2075471,ADA/USD
2025-09-12 12:00:00,0.888202,0.891519,0.883406,0.891011,715396.27675664,ADA/USD
2025-09-12 13:00:00,0.891012,0.891012,0.885001,0.888509,405375.68335668,ADA/USD
2025-09-12 14:00:00,0.888499,0.895733,0.887719,0.891827,326512.04027457,ADA/USD
2025-09-12 15:00:00,0.891372,0.894591,0.887023,0.894407,437296.66636438,ADA/USD
2025-09-12 16:00:00,0.893594,0.900504,0.892115,0.900255,1777631.82140999,ADA/USD
2025-09-12 17:00:00,0.900253,0.905104,0.897411,0.903433,1471624.52014989,ADA/USD
2025-09-12 18:00:00,0.903318,0.907429,0.901299,0.904499,300453.3189863,ADA/USD
2025-09-12 19:00:00,0.9045,0.908686,0.901721,0.908686,1038040.36078748,ADA/USD
2025-09-12 20:00:00,0.908452,0.909598,0.901962,0.906368,746147.98084608,ADA/USD
2025-09-12 21:00:00,0.906494,0.9073,0.9035,0.904862,281078.09334588,ADA/USD
2025-09-12 22:00:00,0.905376,0.9179,0.905375,0.915544,788441.83167603,ADA/USD
2025-09-12 23:00:00,0.915815,0.9179,0.912501,0.917597,495547.26952008,ADA/USD
2025-09-13 00:00:00,0.917597,0.9295,0.917597,0.927234,1468116.61463053,ADA/USD
2025-09-13 01:00:00,0.9274,0.936927,0.924538,0.924735,1377318.85116162,ADA/USD
2025-09-13 02:00:00,0.925017,0.929601,0.923333,0.92728,426614.53310175,ADA/USD
2025-09-13 03:00:00,0.926651,0.93074,0.925252,0.929407,245702.88560395,ADA/USD
2025-09-13 04:00:00,0.929407,0.929713,0.925767,0.926685,593674.0032609,ADA/USD
2025-09-13 05:00:00,0.926478,0.92763,0.92415,0.925838,114941.57680057,ADA/USD
2025-09-13 06:00:00,0.925839,0.92987,0.925527,0.92987,235299.95436742,ADA/USD
2025-09-13 07:00:00,0.929872,0.929872,0.924151,0.926288,141413.75741186,ADA/USD
2025-09-13 08:00:00,0.926299,0.93709,0.926001,0.937068,191396.96706796,ADA/USD
2025-09-13 09:00:00,0.937091,0.954126,0.936488,0.954126,1756568.10697337,ADA/USD
2025-09-13 10:00:00,0.953311,0.953788,0.943707,0.944251,1316061.92744131,ADA/USD
2025-09-13 11:00:00,0.944232,0.949999,0.937521,0.949999,956337.66683571,ADA/USD
2025-09-13 12:00:00,0.95,0.95,0.945172,0.946925,820730.20281411,ADA/USD
2025-09-13 13:00:00,0.947245,0.952003,0.926307,0.937558,667193.06300953,ADA/USD
2025-09-13 14:00:00,0.937871,0.94556,0.929596,0.941896,499893.30950635,ADA/USD
2025-09-13 15:00:00,0.941896,0.949001,0.934662,0.937603,342903.38808055,ADA/USD
2025-09-13 16:00:00,0.937895,0.942676,0.925,0.925253,2424724.11890779,ADA/USD
2025-09-13 17:00:00,0.925501,0.926461,0.914548,0.925305,624225.76424393,ADA/USD
2025-09-13 18:00:00,0.925134,0.925526,0.920657,0.92516,196656.85350034,ADA/USD
2025-09-13 19:00:00,0.925386,0.927209,0.923501,0.926927,641168.53085366,ADA/USD
2025-09-13 20:00:00,0.926757,0.931912,0.926324,0.93053,246937.83387227,ADA/USD
2025-09-13 21:00:00,0.930309,0.93609,0.928717,0.929083,330767.76680614,ADA/USD
2025-09-13 22:00:00,0.93008,0.931399,0.92731,0.927731,97734.53031148,ADA/USD
2025-09-13 23:00:00,0.927933,0.9314,0.927932,0.929892,270848.4305049,ADA/USD
2025-09-14 00:00:00,0.930021,0.931399,0.920907,0.923182,177503.58927427,ADA/USD
2025-09-14 01:00:00,0.923169,0.924309,0.913809,0.924101,291287.44617073,ADA/USD
2025-09-14 02:00:00,0.924488,0.929062,0.921993,0.926861,493978.99510142,ADA/USD
2025-09-14 03:00:00,0.927543,0.92789,0.916424,0.916424,196714.65617212,ADA/USD
2025-09-14 04:00:00,0.917387,0.920431,0.910701,0.918532,358163.78532388,ADA/USD
