asset,total_records,mean_return,volatility,sharpe_ratio,min_return,max_return,skewness,kurtosis
LINK/USD,697,-4.127045302262849e-06,0.006483103405193581,-0.05958107579583986,-0.02684242375877666,0.037938290710560235,0.2681353299914498,3.0679449938116847
ETH/USD,697,0.0001363747104577365,0.004877436392825746,2.61694310170191,-0.02649313033521707,0.033854298302119196,0.42693980832568124,6.702780549070059
DOT/USD,697,0.00010993175778664345,0.006966396052291973,1.4769543223710662,-0.025945805987139053,0.056677122647655565,1.0528008454836384,8.461803875818457
BTC/USD,697,0.00015398118964348156,0.002825355295146099,5.1008981796483335,-0.019564007119590058,0.013500607422667843,0.013668455052588548,6.337725949536999
ADA/USD,697,2.234646017493202e-05,0.006256024474944793,0.33431999513092525,-0.02551651169631091,0.02831622591197425,0.1694499859869418,2.4472183887894965
