timestamp,open,high,low,close,volume,symbol
2025-09-07 13:00:00,3.9642,4.0864,3.9642,4.0815,87820.38840656,DOT/USD
2025-09-07 14:00:00,4.0753,4.0753,4.0076,4.0148,63095.74786971,DOT/USD
2025-09-07 15:00:00,4.0156,4.025,3.9621,3.9665,44490.07581518,DOT/USD
2025-09-07 16:00:00,3.9679,3.9926,3.9679,3.9812,9267.91852161,DOT/USD
2025-09-07 17:00:00,3.9801,3.9806,3.955,3.955,12292.73781689,DOT/USD
2025-09-07 18:00:00,3.9561,3.9784,3.955,3.9674,2641.89057418,DOT/USD
2025-09-07 19:00:00,3.965,4.0129,3.9592,3.9885,7865.45402562,DOT/USD
2025-09-07 20:00:00,3.9886,3.9928,3.9784,3.9869,19663.14932731,DOT/USD
2025-09-07 21:00:00,3.9904,3.9913,3.9767,3.9822,1895.79514746,DOT/USD
2025-09-07 22:00:00,3.982,4.0115,3.982,4.0111,11895.40203227,DOT/USD
2025-09-07 23:00:00,4.0129,4.0157,3.9918,3.995,56157.70563869,DOT/USD
2025-09-08 00:00:00,3.9948,4.0184,3.9829,4.0003,25836.24557084,DOT/USD
2025-09-08 01:00:00,3.9987,4.0237,3.9957,4.0127,8722.62085969,DOT/USD
2025-09-08 02:00:00,4.0177,4.0568,3.9977,4.041,15326.57320465,DOT/USD
2025-09-08 03:00:00,4.0462,4.0692,4.0461,4.0498,7317.92722014,DOT/USD
2025-09-08 04:00:00,4.0458,4.0502,4.0231,4.0269,28141.28043875,DOT/USD
2025-09-08 05:00:00,4.0292,4.0463,4.0228,4.0341,13752.47962518,DOT/USD
2025-09-08 06:00:00,4.0238,4.0238,4.0044,4.0044,26258.28083987,DOT/USD
2025-09-08 07:00:00,4.0043,4.0101,3.9877,3.9999,8585.24382203,DOT/USD
2025-09-08 08:00:00,3.9976,4.0167,3.9975,4.0027,11861.23888772,DOT/USD
2025-09-08 09:00:00,4.0032,4.0366,3.9993,4.0306,5211.11334236,DOT/USD
2025-09-08 10:00:00,4.035,4.0506,4.0297,4.0298,12353.16249707,DOT/USD
2025-09-08 11:00:00,4.0257,4.0314,4.0127,4.0231,4407.20008447,DOT/USD
2025-09-08 12:00:00,4.0262,4.0291,4.0111,4.0259,1839.6634227,DOT/USD
2025-09-08 13:00:00,4.0273,4.0471,4.0103,4.0107,63299.38753869,DOT/USD
2025-09-08 14:00:00,4.0105,4.0566,4.0071,4.0459,35871.37449716,DOT/USD
2025-09-08 15:00:00,4.0423,4.0732,4.038,4.0651,26787.86898429,DOT/USD
