timestamp,open,high,low,close,volume,symbol,log_returns,realized_vol
2025-09-08 13:00:00,4319.52,4360.1,4317.99,4317.99,3102.83375643,ETH/USD,-0.0003519536939371331,0.22404469258575635
2025-09-08 14:00:00,4318.0,4356.49,4316.0,4348.26,1031.4564805,ETH/USD,0.006985748876303942,0.25713962477499747
2025-09-08 15:00:00,4348.27,4383.22,4346.16,4371.57,3163.41993394,ETH/USD,0.005346447241600018,0.27296937274826943
2025-09-08 16:00:00,4371.59,4372.3,4335.27,4339.0,1903.34344025,ETH/USD,-0.00747830550463946,0.3054202742930299
2025-09-08 17:00:00,4339.01,4342.83,4302.57,4311.09,962.56546068,ETH/USD,-0.0064531344424116005,0.3310323288612211
2025-09-08 18:00:00,4311.1,4335.83,4311.0,4331.75,687.50762953,ETH/USD,0.0047808450350171,0.3413206549530819
2025-09-08 19:00:00,4331.75,4331.75,4285.0,4288.01,1145.12758661,ETH/USD,-0.010148861553485199,0.3943899587749212
2025-09-08 20:00:00,4291.26,4300.0,4282.12,4298.29,395.15577803,ETH/USD,0.0023945133321370007,0.3956620576404994
2025-09-08 21:00:00,4298.3,4320.86,4295.24,4320.86,214.05487174,ETH/USD,0.005237187330008031,0.4052093593421655
2025-09-08 22:00:00,4320.85,4328.75,4309.68,4311.12,244.81679057,ETH/USD,-0.0022567253709260544,0.3983933565963421
2025-09-08 23:00:00,4311.12,4319.72,4298.92,4307.5,424.33431301,ETH/USD,-0.0008400417266051749,0.3981326869238486
2025-09-09 00:00:00,4306.85,4314.31,4291.11,4301.86,338.54407864,ETH/USD,-0.001310202107198778,0.39802779414921036
2025-09-09 01:00:00,4302.04,4307.51,4285.0,4285.83,426.43428286,ETH/USD,-0.003733255070400336,0.4033429939183224
2025-09-09 02:00:00,4285.84,4293.98,4279.01,4291.83,357.84394859,ETH/USD,0.0013989831675717834,0.3970256579693606
2025-09-09 03:00:00,4291.73,4308.0,4290.38,4307.99,323.86534226,ETH/USD,0.0037582226187607,0.40389842715740515
2025-09-09 04:00:00,4308.0,4315.0,4305.0,4313.98,157.40033632,ETH/USD,0.0013894738589230135,0.4002297472296321
2025-09-09 05:00:00,4313.99,4318.0,4303.82,4318.0,164.78666993,ETH/USD,0.0009314202050115157,0.40044568742723474
2025-09-09 06:00:00,4318.0,4375.32,4316.02,4365.11,1597.62560137,ETH/USD,0.010851057339613784,0.44866750878288486
2025-09-09 07:00:00,4365.35,4387.48,4349.28,4361.07,3516.80699799,ETH/USD,-0.0009259493360558488,0.44831026700394006
2025-09-09 08:00:00,4361.08,4366.04,4345.01,4358.99,669.12918761,ETH/USD,-0.0004770609467018108,0.44760319916591856
2025-09-09 09:00:00,4359.0,4366.06,4354.88,4357.5,520.45672139,ETH/USD,-0.0003418807374327368,0.4423299703199717
2025-09-09 10:00:00,4357.51,4360.0,4345.0,4349.64,595.72620221,ETH/USD,-0.0018054153568193409,0.44207623472906965
2025-09-09 11:00:00,4349.64,4354.85,4345.1,4349.71,552.99671462,ETH/USD,1.609315638549998e-05,0.4348483274095094
2025-09-09 12:00:00,4349.72,4366.23,4331.84,4348.16,632.50102708,ETH/USD,-0.00035640910163241236,0.4341745067812232
2025-09-09 13:00:00,4348.16,4360.07,4327.4,4346.84,686.51719589,ETH/USD,-0.0003036227740402577,0.43414888773843036
2025-09-09 14:00:00,4346.85,4360.35,4285.0,4307.29,1635.60243838,ETH/USD,-0.009140208280847105,0.4483293178630922
2025-09-09 15:00:00,4306.74,4306.93,4277.11,4286.06,1414.24633656,ETH/USD,-0.004941040034956933,0.4411803828093492
2025-09-09 16:00:00,4286.06,4296.49,4280.26,4287.53,450.68458644,ETH/USD,0.0003429135319985333,0.42109118589679384
2025-09-09 17:00:00,4287.53,4295.85,4280.72,4283.42,251.03996741,ETH/USD,-0.0009590536206665042,0.40423930377823925
2025-09-09 18:00:00,4283.43,4292.97,4268.83,4287.6,2132.01154385,ETH/USD,0.0009753799037670616,0.39250336218788606
2025-09-09 19:00:00,4287.6,4298.79,4287.59,4295.86,321.82897459,ETH/USD,0.00192463238594468,0.34329694152705076
2025-09-09 20:00:00,4295.87,4304.0,4283.0,4302.25,488.18534021,ETH/USD,0.001486373441711135,0.34139433014068266
2025-09-09 21:00:00,4302.25,4316.83,4296.54,4299.7,525.51440171,ETH/USD,-0.0005928888390882627,0.3253742875162711
2025-09-09 22:00:00,4299.71,4315.45,4299.56,4315.45,228.34926149,ETH/USD,0.0036563536436871736,0.330737077674832
2025-09-09 23:00:00,4315.45,4315.45,4305.34,4308.23,297.1339923,ETH/USD,-0.0016744595548448587,0.3319663704396284
2025-09-10 00:00:00,4308.23,4312.25,4286.62,4286.63,386.64725424,ETH/USD,-0.005026270462599944,0.344921380208275
2025-09-10 01:00:00,4286.63,4310.55,4286.62,4303.36,228.29874252,ETH/USD,0.003895236467912059,0.34550917328208774
2025-09-10 02:00:00,4303.36,4325.6,4303.36,4315.94,197.42233228,ETH/USD,0.0029190326204184126,0.34877337255591473
2025-09-10 03:00:00,4315.94,4320.42,4310.53,4318.35,158.00401834,ETH/USD,0.0005582393138490037,0.3417433536252953
2025-09-10 04:00:00,4318.36,4318.52,4308.58,4311.1,286.55777625,ETH/USD,-0.0016802928821175098,0.3423638696369601
2025-09-10 05:00:00,4311.1,4317.89,4294.54,4305.82,619.90480547,ETH/USD,-0.001225496038215574,0.34254204968589047
2025-09-10 06:00:00,4306.42,4317.34,4300.0,4313.44,400.27700852,ETH/USD,0.0017681336878566962,0.2675005658784174
2025-09-10 07:00:00,4313.44,4331.12,4313.43,4327.75,357.0878544,ETH/USD,0.0033120468549610624,0.27699221184037376
2025-09-10 08:00:00,4327.75,4332.0,4324.26,4329.37,257.99679058,ETH/USD,0.00037425841825207884,0.2772852079257741
2025-09-10 09:00:00,4329.38,4329.38,4309.72,4325.47,215.60757584,ETH/USD,-0.0009012298930932214,0.27753541165519113
2025-09-10 10:00:00,4325.48,4331.95,4317.34,4326.86,493.08338428,ETH/USD,0.0003213007390973749,0.27613400396352844
2025-09-10 11:00:00,4326.86,4332.77,4322.26,4328.99,578.89943739,ETH/USD,0.0004921527159073143,0.2764378515562597
2025-09-10 12:00:00,4329.0,4395.13,4328.99,4366.66,4389.64647003,ETH/USD,0.00866415636540807,0.3240929457225019
2025-09-10 13:00:00,4367.56,4437.35,4355.0,4418.98,8002.56046259,ETH/USD,0.011910485407247809,0.3937229640538532
2025-09-10 14:00:00,4418.98,4450.0,4399.23,4401.26,3393.20930063,ETH/USD,-0.0040180366611822695,0.35532428082104134
2025-09-10 15:00:00,4401.26,4425.23,4398.74,4406.0,1429.91260246,ETH/USD,0.0010763848138123052,0.3357105986645504
2025-09-10 16:00:00,4406.0,4407.16,4365.0,4382.44,3627.59144729,ETH/USD,-0.005361601476363474,0.35789133578290616
2025-09-10 17:00:00,4383.05,4397.85,4346.0,4365.84,1097.1999538,ETH/USD,-0.0037950362638545306,0.36751114613309477
2025-09-10 18:00:00,4365.84,4370.52,4330.26,4343.95,4138.09193414,ETH/USD,-0.005026538203454598,0.38390641953400545
2025-09-10 19:00:00,4343.95,4343.95,4300.0,4324.38,6679.32673849,ETH/USD,-0.004515294929758351,0.394650603579067
2025-09-10 20:00:00,4324.38,4336.75,4324.37,4331.92,466.64212266,ETH/USD,0.001742084240819193,0.3949794738502651
2025-09-10 21:00:00,4331.92,4352.2,4331.91,4352.2,494.32195463,ETH/USD,0.004670602632515513,0.40323143425314073
2025-09-10 22:00:00,4352.2,4355.1,4339.0,4346.9,444.96084367,ETH/USD,-0.0012185170088353263,0.3994620356888208
2025-09-10 23:00:00,4346.9,4356.2,4342.25,4349.81,216.39336805,ETH/USD,0.0006692186145347396,0.39754910502270524
2025-09-11 00:00:00,4350.27,4359.48,4341.39,4359.25,118.50399719,ETH/USD,0.002167858229711334,0.38366478601131365
2025-09-11 01:00:00,4359.25,4381.73,4359.22,4366.77,562.91393054,ETH/USD,0.0017235811656766092,0.3789911734061151
2025-09-11 02:00:00,4366.76,4385.38,4360.0,4381.0,3278.07728654,ETH/USD,0.0032534034506185644,0.3798201798178759
2025-09-11 03:00:00,4381.0,4407.39,4375.86,4406.34,1118.79575896,ETH/USD,0.0057674040699970145,0.39231261301348813
2025-09-11 04:00:00,4406.34,4418.89,4396.76,4412.43,507.46378379,ETH/USD,0.0013811452091590157,0.38916792725270355
2025-09-11 05:00:00,4412.44,4426.38,4399.99,4422.01,4277.96907542,ETH/USD,0.0021687857419520184,0.38727953097100537
2025-09-11 06:00:00,4422.01,4442.78,4409.27,4440.75,761.35501011,ETH/USD,0.00422893724498875,0.39170194365693195
2025-09-11 07:00:00,4440.76,4446.25,4429.99,4441.02,2430.81685349,ETH/USD,6.079869217149263e-05,0.3899841772213665
2025-09-11 08:00:00,4441.31,4441.31,4428.56,4433.29,1029.0664221,ETH/USD,-0.0017421077142915455,0.39351570848987855
2025-09-11 09:00:00,4433.28,4434.3,4407.39,4418.05,4023.7276291,ETH/USD,-0.003443549803691147,0.4010898206983026
2025-09-11 10:00:00,4418.05,4427.47,4416.63,4427.47,328.94508116,ETH/USD,0.002129892546985777,0.4016141772234384
